system   D            wsystem.c:583  maybe_parent_dir                 [   0.00090] Also searching C:\Users\Maroofshahani\Desktop\AllegroProj\
dtor     D               dtor.c:114  _al_run_destructors              [  23.10539] calling dtor for object 093692A0, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.10547] removed dtor for object 093692A0
dtor     D               dtor.c:114  _al_run_destructors              [  23.10567] calling dtor for object 082AF730, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.10574] removed dtor for object 082AF730
dtor     D               dtor.c:114  _al_run_destructors              [  23.10660] calling dtor for object 082AF620, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.10667] removed dtor for object 082AF620
dtor     D               dtor.c:114  _al_run_destructors              [  23.10685] calling dtor for object 082AF4C8, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.10692] removed dtor for object 082AF4C8
dtor     D               dtor.c:114  _al_run_destructors              [  23.10720] calling dtor for object 093128C0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.10727] removed dtor for object 093128C0
dtor     D               dtor.c:114  _al_run_destructors              [  23.10765] calling dtor for object 082AF288, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.10772] removed dtor for object 082AF288
dtor     D               dtor.c:114  _al_run_destructors              [  23.10825] calling dtor for object 093129F0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.10832] removed dtor for object 093129F0
dtor     D               dtor.c:114  _al_run_destructors              [  23.10914] calling dtor for object 093127B0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.10932] removed dtor for object 093127B0
dtor     D               dtor.c:114  _al_run_destructors              [  23.11005] calling dtor for object 0828B680, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.11012] removed dtor for object 0828B680
dtor     D               dtor.c:114  _al_run_destructors              [  23.11134] calling dtor for object 08288B58, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.11141] removed dtor for object 08288B58
dtor     D               dtor.c:114  _al_run_destructors              [  23.11225] calling dtor for object 08286870, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.11232] removed dtor for object 08286870
dtor     D               dtor.c:114  _al_run_destructors              [  23.11252] calling dtor for object 0820C108, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.11259] removed dtor for object 0820C108
dtor     D               dtor.c:114  _al_run_destructors              [  23.11343] calling dtor for object 0820BFF8, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.11350] removed dtor for object 0820BFF8
dtor     D               dtor.c:114  _al_run_destructors              [  23.11365] calling dtor for object 0820BEA0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.11371] removed dtor for object 0820BEA0
dtor     D               dtor.c:114  _al_run_destructors              [  23.11400] calling dtor for object 0820BD90, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.11408] removed dtor for object 0820BD90
dtor     D               dtor.c:114  _al_run_destructors              [  23.11443] calling dtor for object 0820BC80, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.11450] removed dtor for object 0820BC80
dtor     D               dtor.c:114  _al_run_destructors              [  23.11497] calling dtor for object 08189E18, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.11504] removed dtor for object 08189E18
dtor     D               dtor.c:114  _al_run_destructors              [  23.11560] calling dtor for object 0820CBD0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.11566] removed dtor for object 0820CBD0
dtor     D               dtor.c:114  _al_run_destructors              [  23.11635] calling dtor for object 08188CF0, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.11641] removed dtor for object 08188CF0
dtor     D               dtor.c:114  _al_run_destructors              [  23.11757] calling dtor for object 08186A08, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.11764] removed dtor for object 08186A08
dtor     D               dtor.c:114  _al_run_destructors              [  23.11853] calling dtor for object 0810A008, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.11860] removed dtor for object 0810A008
dtor     D               dtor.c:114  _al_run_destructors              [  23.11881] calling dtor for object 07330620, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.11888] removed dtor for object 07330620
dtor     D               dtor.c:114  _al_run_destructors              [  23.11968] calling dtor for object 07330510, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.11975] removed dtor for object 07330510
dtor     D               dtor.c:114  _al_run_destructors              [  23.11987] calling dtor for object 073303B8, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.11995] removed dtor for object 073303B8
dtor     D               dtor.c:114  _al_run_destructors              [  23.12017] calling dtor for object 073302A8, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.12023] removed dtor for object 073302A8
dtor     D               dtor.c:114  _al_run_destructors              [  23.12056] calling dtor for object 07330198, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.12062] removed dtor for object 07330198
dtor     D               dtor.c:114  _al_run_destructors              [  23.12106] calling dtor for object 08087520, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.12113] removed dtor for object 08087520
dtor     D               dtor.c:114  _al_run_destructors              [  23.12166] calling dtor for object 0810A2D8, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.12173] removed dtor for object 0810A2D8
dtor     D               dtor.c:114  _al_run_destructors              [  23.12243] calling dtor for object 080863F8, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.12250] removed dtor for object 080863F8
dtor     D               dtor.c:114  _al_run_destructors              [  23.12363] calling dtor for object 08084110, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.12370] removed dtor for object 08084110
dtor     D               dtor.c:114  _al_run_destructors              [  23.12567] calling dtor for object 08081E28, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.12577] removed dtor for object 08081E28
dtor     D               dtor.c:114  _al_run_destructors              [  23.12614] calling dtor for object 08007710, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.12621] removed dtor for object 08007710
dtor     D               dtor.c:114  _al_run_destructors              [  23.12640] calling dtor for object 08007600, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.12647] removed dtor for object 08007600
dtor     D               dtor.c:114  _al_run_destructors              [  23.12671] calling dtor for object 080074A8, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.12678] removed dtor for object 080074A8
dtor     D               dtor.c:114  _al_run_destructors              [  23.12711] calling dtor for object 08007398, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.12718] removed dtor for object 08007398
dtor     D               dtor.c:114  _al_run_destructors              [  23.12761] calling dtor for object 08007288, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.12768] removed dtor for object 08007288
dtor     D               dtor.c:114  _al_run_destructors              [  23.12821] calling dtor for object 07F85420, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.12828] removed dtor for object 07F85420
dtor     D               dtor.c:114  _al_run_destructors              [  23.12895] calling dtor for object 080081D8, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.12902] removed dtor for object 080081D8
dtor     D               dtor.c:114  _al_run_destructors              [  23.12976] calling dtor for object 07F842F8, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.12983] removed dtor for object 07F842F8
dtor     D               dtor.c:114  _al_run_destructors              [  23.13121] calling dtor for object 07F82010, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.13131] removed dtor for object 07F82010
dtor     D               dtor.c:114  _al_run_destructors              [  23.13210] calling dtor for object 07F7FD28, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.13217] removed dtor for object 07F7FD28
dtor     D               dtor.c:114  _al_run_destructors              [  23.13240] calling dtor for object 07F05610, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.13247] removed dtor for object 07F05610
dtor     D               dtor.c:114  _al_run_destructors              [  23.13298] calling dtor for object 07F05500, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.13304] removed dtor for object 07F05500
dtor     D               dtor.c:114  _al_run_destructors              [  23.13365] calling dtor for object 07F053A8, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.13372] removed dtor for object 07F053A8
dtor     D               dtor.c:114  _al_run_destructors              [  23.13443] calling dtor for object 07F05298, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.13450] removed dtor for object 07F05298
dtor     D               dtor.c:114  _al_run_destructors              [  23.13532] calling dtor for object 07F05188, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.13539] removed dtor for object 07F05188
dtor     D               dtor.c:114  _al_run_destructors              [  23.13553] calling dtor for object 07E83320, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.13561] removed dtor for object 07E83320
dtor     D               dtor.c:114  _al_run_destructors              [  23.13667] calling dtor for object 07F060D8, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.13675] removed dtor for object 07F060D8
dtor     D               dtor.c:114  _al_run_destructors              [  23.13693] calling dtor for object 07E821F8, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.13699] removed dtor for object 07E821F8
dtor     D               dtor.c:114  _al_run_destructors              [  23.13767] calling dtor for object 07E7FF10, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.13774] removed dtor for object 07E7FF10
dtor     D               dtor.c:114  _al_run_destructors              [  23.13878] calling dtor for object 07E03548, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.13885] removed dtor for object 07E03548
dtor     D               dtor.c:114  _al_run_destructors              [  23.13916] calling dtor for object 0610D2D0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.13923] removed dtor for object 0610D2D0
dtor     D               dtor.c:114  _al_run_destructors              [  23.13939] calling dtor for object 0610D1C0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.13946] removed dtor for object 0610D1C0
dtor     D               dtor.c:114  _al_run_destructors              [  23.13967] calling dtor for object 0610D068, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.13974] removed dtor for object 0610D068
dtor     D               dtor.c:114  _al_run_destructors              [  23.14006] calling dtor for object 0610CF58, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.14013] removed dtor for object 0610CF58
dtor     D               dtor.c:114  _al_run_destructors              [  23.14055] calling dtor for object 0610CE48, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.14062] removed dtor for object 0610CE48
dtor     D               dtor.c:114  _al_run_destructors              [  23.14115] calling dtor for object 07D80A28, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.14121] removed dtor for object 07D80A28
dtor     D               dtor.c:114  _al_run_destructors              [  23.14185] calling dtor for object 07E037E0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.14192] removed dtor for object 07E037E0
dtor     D               dtor.c:114  _al_run_destructors              [  23.14267] calling dtor for object 07D7F900, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.14273] removed dtor for object 07D7F900
dtor     D               dtor.c:114  _al_run_destructors              [  23.14435] calling dtor for object 07D7D618, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.14445] removed dtor for object 07D7D618
dtor     D               dtor.c:114  _al_run_destructors              [  23.14526] calling dtor for object 07D7B330, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.14533] removed dtor for object 07D7B330
dtor     D               dtor.c:114  _al_run_destructors              [  23.14554] calling dtor for object 07D00C18, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.14561] removed dtor for object 07D00C18
dtor     D               dtor.c:114  _al_run_destructors              [  23.14611] calling dtor for object 07D00B08, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.14618] removed dtor for object 07D00B08
dtor     D               dtor.c:114  _al_run_destructors              [  23.14680] calling dtor for object 07D009B0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.14687] removed dtor for object 07D009B0
dtor     D               dtor.c:114  _al_run_destructors              [  23.14759] calling dtor for object 07D008A0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.14765] removed dtor for object 07D008A0
dtor     D               dtor.c:114  _al_run_destructors              [  23.14849] calling dtor for object 07D00790, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.14856] removed dtor for object 07D00790
dtor     D               dtor.c:114  _al_run_destructors              [  23.14876] calling dtor for object 07C7E928, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.14883] removed dtor for object 07C7E928
dtor     D               dtor.c:114  _al_run_destructors              [  23.14906] calling dtor for object 07D016E0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.14913] removed dtor for object 07D016E0
dtor     D               dtor.c:114  _al_run_destructors              [  23.14950] calling dtor for object 07C7D800, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.14956] removed dtor for object 07C7D800
dtor     D               dtor.c:114  _al_run_destructors              [  23.15036] calling dtor for object 07C7B518, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.15043] removed dtor for object 07C7B518
dtor     D               dtor.c:114  _al_run_destructors              [  23.15183] calling dtor for object 07C79230, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.15191] removed dtor for object 07C79230
dtor     D               dtor.c:114  _al_run_destructors              [  23.15213] calling dtor for object 07BFEB18, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.15220] removed dtor for object 07BFEB18
dtor     D               dtor.c:114  _al_run_destructors              [  23.15237] calling dtor for object 07BFEA08, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.15243] removed dtor for object 07BFEA08
dtor     D               dtor.c:114  _al_run_destructors              [  23.15265] calling dtor for object 07BFE8B0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.15271] removed dtor for object 07BFE8B0
dtor     D               dtor.c:114  _al_run_destructors              [  23.15304] calling dtor for object 07BFE7A0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.15311] removed dtor for object 07BFE7A0
dtor     D               dtor.c:114  _al_run_destructors              [  23.15357] calling dtor for object 07BFE690, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.15364] removed dtor for object 07BFE690
dtor     D               dtor.c:114  _al_run_destructors              [  23.15417] calling dtor for object 07B7C828, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.15424] removed dtor for object 07B7C828
dtor     D               dtor.c:114  _al_run_destructors              [  23.15487] calling dtor for object 07BFF5E0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.15493] removed dtor for object 07BFF5E0
dtor     D               dtor.c:114  _al_run_destructors              [  23.15568] calling dtor for object 07B7B700, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.15574] removed dtor for object 07B7B700
dtor     D               dtor.c:114  _al_run_destructors              [  23.15712] calling dtor for object 07B79418, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.15723] removed dtor for object 07B79418
dtor     D               dtor.c:114  _al_run_destructors              [  23.15783] calling dtor for object 07B77130, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.15789] removed dtor for object 07B77130
dtor     D               dtor.c:114  _al_run_destructors              [  23.15810] calling dtor for object 07AFCA18, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.15817] removed dtor for object 07AFCA18
dtor     D               dtor.c:114  _al_run_destructors              [  23.15867] calling dtor for object 07AFC908, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.15874] removed dtor for object 07AFC908
dtor     D               dtor.c:114  _al_run_destructors              [  23.15946] calling dtor for object 07AFC7B0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.15953] removed dtor for object 07AFC7B0
dtor     D               dtor.c:114  _al_run_destructors              [  23.16025] calling dtor for object 07AFC6A0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.16031] removed dtor for object 07AFC6A0
dtor     D               dtor.c:114  _al_run_destructors              [  23.16126] calling dtor for object 07AFC590, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.16134] removed dtor for object 07AFC590
dtor     D               dtor.c:114  _al_run_destructors              [  23.16151] calling dtor for object 07A7A728, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.16157] removed dtor for object 07A7A728
dtor     D               dtor.c:114  _al_run_destructors              [  23.16183] calling dtor for object 07AFD4E0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.16189] removed dtor for object 07AFD4E0
dtor     D               dtor.c:114  _al_run_destructors              [  23.16222] calling dtor for object 07A79600, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.16228] removed dtor for object 07A79600
dtor     D               dtor.c:114  _al_run_destructors              [  23.16313] calling dtor for object 07A77318, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.16320] removed dtor for object 07A77318
dtor     D               dtor.c:114  _al_run_destructors              [  23.16473] calling dtor for object 07A75030, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.16483] removed dtor for object 07A75030
dtor     D               dtor.c:114  _al_run_destructors              [  23.16507] calling dtor for object 079FA918, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.16514] removed dtor for object 079FA918
dtor     D               dtor.c:114  _al_run_destructors              [  23.16526] calling dtor for object 079FA808, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.16533] removed dtor for object 079FA808
dtor     D               dtor.c:114  _al_run_destructors              [  23.16555] calling dtor for object 079FA6B0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.16561] removed dtor for object 079FA6B0
dtor     D               dtor.c:114  _al_run_destructors              [  23.16594] calling dtor for object 079FA5A0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.16600] removed dtor for object 079FA5A0
dtor     D               dtor.c:114  _al_run_destructors              [  23.16642] calling dtor for object 079FA490, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.16649] removed dtor for object 079FA490
dtor     D               dtor.c:114  _al_run_destructors              [  23.16704] calling dtor for object 07978628, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.16711] removed dtor for object 07978628
dtor     D               dtor.c:114  _al_run_destructors              [  23.16774] calling dtor for object 079FB3E0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.16780] removed dtor for object 079FB3E0
dtor     D               dtor.c:114  _al_run_destructors              [  23.16855] calling dtor for object 07977500, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.16861] removed dtor for object 07977500
dtor     D               dtor.c:114  _al_run_destructors              [  23.17000] calling dtor for object 07975218, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.17007] removed dtor for object 07975218
dtor     D               dtor.c:114  _al_run_destructors              [  23.17069] calling dtor for object 07972F30, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.17076] removed dtor for object 07972F30
dtor     D               dtor.c:114  _al_run_destructors              [  23.17096] calling dtor for object 078F8818, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.17103] removed dtor for object 078F8818
dtor     D               dtor.c:114  _al_run_destructors              [  23.17154] calling dtor for object 078F8708, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.17160] removed dtor for object 078F8708
dtor     D               dtor.c:114  _al_run_destructors              [  23.17221] calling dtor for object 078F85B0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.17228] removed dtor for object 078F85B0
dtor     D               dtor.c:114  _al_run_destructors              [  23.17303] calling dtor for object 078F84A0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.17310] removed dtor for object 078F84A0
dtor     D               dtor.c:114  _al_run_destructors              [  23.17406] calling dtor for object 078F8390, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.17413] removed dtor for object 078F8390
dtor     D               dtor.c:114  _al_run_destructors              [  23.17430] calling dtor for object 07876528, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.17437] removed dtor for object 07876528
dtor     D               dtor.c:114  _al_run_destructors              [  23.17463] calling dtor for object 078F92E0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.17469] removed dtor for object 078F92E0
dtor     D               dtor.c:114  _al_run_destructors              [  23.17502] calling dtor for object 07875400, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.17508] removed dtor for object 07875400
dtor     D               dtor.c:114  _al_run_destructors              [  23.17589] calling dtor for object 07873118, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.17597] removed dtor for object 07873118
dtor     D               dtor.c:114  _al_run_destructors              [  23.17779] calling dtor for object 07870E30, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.17798] removed dtor for object 07870E30
dtor     D               dtor.c:114  _al_run_destructors              [  23.17825] calling dtor for object 077F6718, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.17832] removed dtor for object 077F6718
dtor     D               dtor.c:114  _al_run_destructors              [  23.17844] calling dtor for object 077F6608, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.17853] removed dtor for object 077F6608
dtor     D               dtor.c:114  _al_run_destructors              [  23.17875] calling dtor for object 077F64B0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.17882] removed dtor for object 077F64B0
dtor     D               dtor.c:114  _al_run_destructors              [  23.17915] calling dtor for object 077F63A0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.17922] removed dtor for object 077F63A0
dtor     D               dtor.c:114  _al_run_destructors              [  23.17966] calling dtor for object 077F6290, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.17973] removed dtor for object 077F6290
dtor     D               dtor.c:114  _al_run_destructors              [  23.18030] calling dtor for object 07773BE8, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.18036] removed dtor for object 07773BE8
dtor     D               dtor.c:114  _al_run_destructors              [  23.18175] calling dtor for object 077F71E0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.18183] removed dtor for object 077F71E0
dtor     D               dtor.c:114  _al_run_destructors              [  23.18273] calling dtor for object 07772AC0, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.18280] removed dtor for object 07772AC0
dtor     D               dtor.c:114  _al_run_destructors              [  23.18411] calling dtor for object 077707D8, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.18419] removed dtor for object 077707D8
dtor     D               dtor.c:114  _al_run_destructors              [  23.18498] calling dtor for object 0776E4F0, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.18505] removed dtor for object 0776E4F0
dtor     D               dtor.c:114  _al_run_destructors              [  23.18525] calling dtor for object 076F3DD8, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.18532] removed dtor for object 076F3DD8
dtor     D               dtor.c:114  _al_run_destructors              [  23.18583] calling dtor for object 076F3CC8, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.18589] removed dtor for object 076F3CC8
dtor     D               dtor.c:114  _al_run_destructors              [  23.18655] calling dtor for object 076F3B70, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.18661] removed dtor for object 076F3B70
dtor     D               dtor.c:114  _al_run_destructors              [  23.18735] calling dtor for object 076F3A60, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.18741] removed dtor for object 076F3A60
dtor     D               dtor.c:114  _al_run_destructors              [  23.18826] calling dtor for object 076F3950, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.18832] removed dtor for object 076F3950
dtor     D               dtor.c:114  _al_run_destructors              [  23.18849] calling dtor for object 07671AE8, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.18855] removed dtor for object 07671AE8
dtor     D               dtor.c:114  _al_run_destructors              [  23.18883] calling dtor for object 076F48A0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.18890] removed dtor for object 076F48A0
dtor     D               dtor.c:114  _al_run_destructors              [  23.18924] calling dtor for object 076709C0, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.18930] removed dtor for object 076709C0
dtor     D               dtor.c:114  _al_run_destructors              [  23.19010] calling dtor for object 0766E6D8, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.19018] removed dtor for object 0766E6D8
dtor     D               dtor.c:114  _al_run_destructors              [  23.19145] calling dtor for object 0766C3F0, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.19152] removed dtor for object 0766C3F0
dtor     D               dtor.c:114  _al_run_destructors              [  23.19180] calling dtor for object 075F1CD8, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.19187] removed dtor for object 075F1CD8
dtor     D               dtor.c:114  _al_run_destructors              [  23.19226] calling dtor for object 075F1BC8, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.19233] removed dtor for object 075F1BC8
dtor     D               dtor.c:114  _al_run_destructors              [  23.19256] calling dtor for object 075F1A70, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.19262] removed dtor for object 075F1A70
dtor     D               dtor.c:114  _al_run_destructors              [  23.19301] calling dtor for object 075F1960, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.19308] removed dtor for object 075F1960
dtor     D               dtor.c:114  _al_run_destructors              [  23.19352] calling dtor for object 075F1850, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.19370] removed dtor for object 075F1850
dtor     D               dtor.c:114  _al_run_destructors              [  23.19480] calling dtor for object 0756F9E8, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.19489] removed dtor for object 0756F9E8
dtor     D               dtor.c:114  _al_run_destructors              [  23.19500] calling dtor for object 075F27A0, func 0FE825BD
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.19507] removed dtor for object 075F27A0
dtor     D               dtor.c:114  _al_run_destructors              [  23.19528] calling dtor for object 0756E8C0, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.19535] removed dtor for object 0756E8C0
dtor     D               dtor.c:114  _al_run_destructors              [  23.19609] calling dtor for object 0756C5D8, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.19616] removed dtor for object 0756C5D8
dtor     D               dtor.c:114  _al_run_destructors              [  23.19733] calling dtor for object 0756A2F0, func 0FE81B63
dtor     D               dtor.c:214  _al_unregister_destructor        [  23.19741] removed dtor for object 0756A2F0
dtor     D               dtor.c:114  _al_run_destructors              [  23.19764] calling dtor for object 074EFBD8, func 0FE825BD
